,calories,parsed_ingredients
1988,484.0,"[884, 720, 573, 486, 405, 274, 202, 192, 85, 67, 57, 40, 27, 13]"
1989,1267.0,"[882, 274, 251, 242, 180, 100, 74, 37, 20, 0]"
1990,1184.0,"[882, 499, 263, 247, 118, 88, 72, 50, 16]"
1991,5578.0,"[884, 882, 486, 358, 282, 274, 212, 149, 61, 57, 40, 40, 36, 27, 18, 16, 0]"
1992,281.0,"[882, 405, 274, 265, 236, 72, 70, 21]"
1993,278.0,"[882, 720, 405, 356, 265, 131, 46, 18]"
1994,93.0,"[902, 375, 367, 274, 265, 251, 247, 83, 0]"
1995,795.0,"[807, 553, 335, 264, 251, 247, 242, 241, 212, 149, 61, 40, 28, 23, 0]"
1996,830.0,"[902, 882, 356, 320, 274, 271, 241, 131, 97, 93, 40, 27, 0]"
1997,749.0,"[183, 131, 100, 91, 83, 53, 38, 32]"
1998,1186.0,"[884, 882, 720, 502, 231, 149, 61, 57, 43, 37, 16, 0]"
1999,628.0,"[882, 304, 274, 233, 130, 111, 109, 100, 93, 78, 67, 65, 61, 40, 31, 21, 18, 16, 0, 0]"
2000,545.0,"[882, 276, 274, 236, 74, 47, 40, 36, 29, 16]"
2001,818.0,"[882, 351, 310, 274, 268, 257, 247, 232, 80, 70, 61, 40, 17, 16, 0]"
2002,724.0,"[882, 358, 335, 265, 247, 241, 212, 91, 77, 57, 56, 40, 33, 19]"
2003,821.0,"[882, 573, 433, 364, 274, 183, 80, 48, 40, 32, 23, 17, 16]"
2004,1321.0,"[882, 500, 405, 274, 183, 131, 100, 97, 83, 40, 37, 21, 0]"
2005,271.0,"[882, 355, 274, 251, 193, 149, 109, 97, 83, 82, 67, 40, 0, 0]"
2006,787.0,"[882, 241, 97, 57, 43, 43, 40, 18, 0]"
2007,943.0,"[366, 335, 280, 44, 18, 14]"
2008,662.0,"[882, 280, 274, 265, 233, 216, 148, 83, 41, 40, 38]"
2009,698.0,"[882, 525, 322, 305, 274, 216, 210, 174, 57, 27, 0, 0]"
2010,810.0,"[882, 612, 375, 310, 274, 93, 40, 16, 0]"
2011,177.0,"[525, 405, 364, 228, 61, 21, 0]"
2012,523.0,"[484, 405, 395, 381, 364, 305, 247, 92, 35, 0, 0]"
2013,192.0,"[884, 436, 364, 124, 0, 0, 0]"
2014,502.0,"[573, 371, 274, 242, 237, 100, 40, 23, 18]"
2015,668.0,"[381, 357, 347, 341, 282, 237, 214, 180, 115, 40, 16, 0]"
2016,181.0,"[882, 500, 251, 157, 100, 91, 0]"
2017,224.0,"[882, 562, 295, 72, 70, 66, 37, 32, 21]"
2018,507.0,"[902, 400, 282, 251, 21, 0]"
2019,1291.0,"[882, 274, 247, 147, 81, 40, 27, 0, 0]"
2020,77.0,"[335, 263, 247, 241, 14]"
2021,631.0,"[902, 148, 147, 61, 41, 35, 28, 16, 0]"
2022,455.0,"[902, 882, 124, 97, 74, 70, 61, 43, 36, 27, 19, 16, 0, 0, 0]"
2023,1117.0,"[562, 494, 405, 364, 364, 364, 274, 242, 196, 190, 82, 32, 0]"
2024,452.0,"[882, 720, 390, 251, 97, 94, 83, 60, 37, 36, 19, 16]"
2025,646.0,"[884, 882, 486, 342, 236, 212, 180, 141, 100, 91, 83, 21]"
2026,34.0,"[494, 157, 41, 40, 16, 0]"
2027,282.0,"[387, 352, 304, 263, 46, 30, 27, 21, 0]"
2028,310.0,"[405, 352, 124, 62, 57, 44, 0, 0]"
2029,421.0,"[720, 500, 458, 405, 388, 364, 322, 257, 97, 62, 21, 0, 0]"
2030,494.0,"[720, 458, 405, 270, 242, 153, 93, 21, 18, 0, 0]"
2031,134.0,"[720, 527, 405, 342, 288, 242, 236, 97, 43, 21]"
2032,405.0,"[562, 405, 364, 362, 288, 236, 97, 62, 26, 21, 16, 0]"
2033,321.0,"[405, 364, 352, 322, 257, 236, 97, 81, 21, 0]"
2034,576.0,"[720, 612, 575, 458, 405, 364, 322, 288, 258, 97, 21, 0]"
2035,193.0,"[405, 322, 242, 21, 0]"
2036,457.0,"[500, 405, 361, 322, 304, 299, 274, 247, 182, 97, 83, 61, 60, 48, 0]"
2037,537.0,"[458, 431, 274, 251, 242, 42, 23, 21]"
2038,658.0,"[902, 882, 718, 276, 274, 182, 109, 40, 36, 21, 0]"
2039,465.0,"[562, 458, 405, 395, 381, 364, 288, 201, 97, 57, 28, 21, 16, 0, 0]"
2040,565.0,"[405, 200, 52]"
2041,1191.0,"[884, 562, 405, 390, 388, 367, 352, 322, 258, 231, 216, 162, 97, 61, 44, 21, 16, 0]"
2042,326.0,"[562, 405, 364, 364, 288, 44, 37, 29, 21, 16, 0, 0]"
2043,572.0,"[405, 381, 364, 322, 257, 247, 236, 234, 21, 13, 0]"
2044,571.0,"[720, 691, 562, 405, 322, 258, 236, 201, 97, 21, 0]"
2045,209.0,"[902, 274, 143, 70, 47, 29, 21, 0]"
2046,369.0,"[405, 157, 80, 29]"
2047,283.0,"[405, 335, 250, 242, 190, 61, 29, 20]"
2048,560.0,"[691, 553, 354, 288, 281, 89, 89, 34, 0]"
2049,473.0,"[562, 405, 388, 352, 242, 97, 92, 21, 13, 0]"
2050,216.0,"[720, 405, 322, 97, 42, 21]"
2051,357.0,"[720, 405, 364, 352, 242, 162, 97, 61, 57, 52, 46, 43, 32, 16, 0]"
2052,306.0,"[720, 673, 405, 361, 322, 305, 97, 21]"
2053,129.0,"[405, 257, 236, 21]"
2054,254.0,"[405, 400, 257, 247, 236, 91, 17, 13]"
2055,340.0,"[405, 322, 257, 236, 32, 21, 0]"
2056,5060.0,"[882, 458, 405, 364, 335, 288, 61, 57, 21, 16, 0]"
2057,622.0,"[388, 83, 72, 43, 21]"
2058,57.0,"[270, 80, 21, 0]"
2059,1093.0,"[562, 562, 405, 364, 352, 335, 335, 322, 278, 97, 89, 80, 61, 21, 16, 0, 0]"
2060,99.0,"[80, 44, 21, 21, 19, 0]"
2061,404.0,"[692, 458, 251, 69, 21, 0]"
2062,1251.0,"[882, 405, 393, 364, 345, 315, 274, 238, 236, 149, 148, 72, 36, 29, 27, 21, 20, 0]"
2063,485.0,"[458, 405, 381, 364, 322, 304, 97, 21, 0, 0]"
2064,282.0,"[902, 35, 30, 29, 13, 0]"
2065,22.0,"[494, 458, 0]"
2066,651.0,"[882, 562, 405, 337, 236, 213, 100, 80, 72, 21, 21]"
2067,229.0,"[882, 692, 323, 274, 131, 62, 21, 0]"
2068,714.0,"[238, 223, 75, 41, 40, 35, 21, 0]"
2069,104.0,"[720, 411, 405, 364, 236, 98, 97, 66, 61, 0]"
2070,1513.0,"[720, 405, 337, 311, 309, 242, 236, 97, 61, 39, 0]"
2071,375.0,"[884, 351, 274, 57, 0, 0]"
2072,538.0,"[882, 720, 381, 266, 212, 195, 103, 91, 83, 34, 30, 27, 21, 16, 0]"
2073,130.0,"[405, 318, 263, 203, 149, 80, 70, 67, 27, 21, 0, 0]"
2074,747.0,"[882, 500, 411, 405, 395, 368, 347, 342, 274, 251, 204, 105, 99, 67, 41, 30, 23, 21, 0]"
2075,512.0,"[882, 265, 251, 103, 97, 36, 25, 21]"
2076,311.0,"[902, 882, 208, 202, 36, 21]"
2077,88.0,"[458, 407, 388, 251, 81, 0]"
2078,1873.0,"[720, 494, 405, 364, 331, 268, 242, 201, 91, 46, 40, 32, 29, 21, 16, 0]"
2079,39.0,"[69, 53, 27, 21, 0]"
2080,176.0,"[389, 263, 60, 34, 0]"
2081,411.0,"[882, 381, 375, 364, 353, 315, 282, 276, 274, 274, 251, 233, 203, 138, 97, 93, 67]"
2082,277.0,"[902, 896, 375, 364, 354, 353, 335, 310, 282, 116, 89, 40, 36, 32, 27, 21, 16, 0, 0, 0]"
2083,426.0,"[882, 353, 251, 104, 52, 51, 41, 37, 21, 18, 16, 0]"
2084,813.0,"[800, 525, 250, 80, 70, 60, 43, 36, 21, 0, 0]"
2085,504.0,"[882, 405, 274, 265, 233, 200, 93, 87, 40, 27, 17, 0, 0]"
2086,534.0,"[884, 458, 111, 97, 57, 40, 32, 18, 16]"
2087,629.0,"[882, 567, 368, 367, 263, 261, 174, 128, 111, 80, 67, 36, 27, 23, 21]"
2088,129.0,"[720, 335, 274, 196, 77, 27, 0, 0]"
2089,220.0,"[567, 486, 405, 347, 112, 93, 89, 72, 41, 21]"
2090,292.0,"[720, 405, 381, 357, 352, 322, 61, 0]"
2091,192.0,"[304, 250, 247, 57, 39, 21, 21]"
2092,243.0,"[882, 276, 274, 147, 40, 27, 22, 19]"
2093,272.0,"[405, 21, 0]"
2094,203.0,"[458, 405, 364, 362, 322, 57, 21, 0]"
2095,213.0,"[405, 393, 347, 196, 21, 0]"
2096,606.0,"[628, 500, 405, 395, 333, 288, 269, 236, 201, 57, 52, 43, 21, 0, 0]"
2097,467.0,"[405, 388, 364, 322, 250, 97, 92, 88, 21, 0]"
2098,225.0,"[405, 231, 46, 21]"
2099,234.0,"[405, 242, 236, 21, 21]"
2100,291.0,[21]
2101,406.0,"[882, 486, 136, 91, 32, 30, 23, 17]"
2102,64.0,"[458, 405, 246, 13, 0]"
2103,546.0,"[431, 357, 322, 242, 47, 36, 21]"
2104,217.0,"[562, 357, 352, 148, 80, 21]"
2105,1195.0,"[882, 720, 365, 357, 352, 347, 251, 149, 72, 21, 17, 0]"
2106,674.0,"[882, 458, 431, 378, 274, 233, 133, 115, 103, 43, 36, 32, 23, 21]"
2107,701.0,"[902, 357, 345, 274, 148, 109, 83, 27, 19, 17]"
2108,920.0,"[902, 884, 357, 299, 274, 36, 27, 21, 0]"
2109,810.0,"[902, 388, 357, 274, 265, 100, 83, 71, 40, 36]"
2110,1312.0,"[375, 82, 40, 29, 0]"
2111,306.0,"[525, 522, 224, 27, 0]"
2112,221.0,"[720, 342, 304, 274, 274, 97, 30, 0, 0]"
2113,510.0,"[857, 405, 274, 147, 111, 67, 18, 0, 0]"
2114,860.0,"[692, 411, 180, 100, 89, 57, 21, 18, 0]"
2115,983.0,"[882, 388, 370, 345, 274, 213, 100, 89, 83, 82, 50, 41, 40, 36, 30, 21, 0]"
2116,302.0,"[345, 295, 274, 251, 89, 83, 41, 40, 19, 16, 0, 0]"
2117,696.0,"[882, 357, 295, 274, 242, 238, 109, 89, 83, 82, 19]"
2118,327.0,"[902, 562, 274, 269, 111, 93, 89, 36, 21, 16]"
2119,328.0,"[242, 60, 53, 30, 0]"
2120,1089.0,"[882, 502, 351, 282, 274, 260, 109, 71, 48, 40, 36, 21, 20]"
2121,832.0,"[902, 387, 295, 111, 100, 77, 60, 21, 17, 0]"
2122,802.0,"[902, 274, 89, 89, 83, 45, 35, 18, 0]"
2123,722.0,"[882, 882, 692, 357, 332, 274, 112, 83, 46, 27, 21]"
2124,120.0,"[567, 274, 209, 187, 123, 112, 100, 21]"
2125,502.0,"[902, 296, 274, 40, 27, 18, 16, 0]"
2126,399.0,"[405, 352, 39, 21, 17]"
2127,746.0,"[562, 525, 413, 280, 274, 242, 82, 27, 0]"
2128,514.0,"[405, 320, 231, 125, 66, 21, 0]"
2129,265.0,"[882, 857, 381, 269, 149, 111, 81, 80, 67, 51, 16]"
2130,248.0,"[720, 364, 286, 61]"
2131,1448.0,"[819, 720, 405, 354, 288, 261, 242, 142, 73]"
2132,735.0,"[403, 370, 364, 266, 187, 61, 60, 27, 0]"
2133,249.0,"[405, 388, 364, 0, 0]"
2134,296.0,"[882, 199, 40, 21, 13]"
2135,701.0,"[882, 411, 405, 381, 282, 274, 265, 196, 186, 103, 99, 67, 62, 40, 31, 30, 21, 21, 21, 16, 0]"
2136,330.0,"[882, 720, 411, 189, 36, 27, 23, 21, 0, 0]"
2137,235.0,"[405, 200, 162, 97, 66, 61]"
2138,223.0,"[429, 270, 231, 83, 75, 21]"
2139,2675.0,"[882, 720, 276, 270, 256, 251, 221, 213, 104, 40, 27, 20, 17, 0]"
2140,220.0,"[405, 322, 288, 242, 200, 183, 61, 0]"
2141,181.0,"[882, 265, 233, 143, 109, 97, 40, 36, 27, 0, 0]"
2142,139.0,"[282, 274, 268, 97, 74, 70, 43, 27, 23]"
2143,248.0,"[882, 375, 320, 284, 36, 27, 19]"
2144,862.0,"[882, 405, 395, 375, 290, 282, 256, 251, 233, 196, 149, 109, 91, 78, 75, 67, 60, 46, 40, 24, 19]"
2145,289.0,"[405, 360, 337, 299, 247, 80, 60, 52, 40, 21, 18, 0]"
2146,326.0,"[884, 718, 405, 395, 364, 335, 312, 97, 80, 62, 16, 0, 0]"
2147,890.0,"[405, 364, 354, 335, 312, 247, 150, 83, 61, 21, 13]"
2148,168.0,"[347, 282, 76, 53, 21]"
2149,759.0,"[160, 128, 60, 43, 40, 23, 21]"
2150,285.0,"[612, 405, 364, 354, 335, 242, 182, 44, 21, 0]"
2151,502.0,"[857, 720, 717, 567, 354, 282, 278, 233, 72, 70, 66, 40, 34, 23, 0, 0]"
2152,234.0,"[320, 241, 89, 89, 88, 61, 19]"
2153,394.0,"[562, 405, 364, 322, 242, 97, 61, 0]"
2154,608.0,"[405, 60, 47, 21]"
2155,181.0,"[250, 165, 130]"
2156,9811.0,"[882, 720, 375, 364, 357, 148, 100, 93, 83, 82, 72, 71, 37, 36, 21, 18, 16, 16, 0]"
2157,203.0,"[410, 405, 388, 270, 201, 46, 21, 0]"
2158,436.0,"[405, 322, 290, 270, 147, 100, 60, 27, 0]"
2159,529.0,"[270, 242, 178, 57, 21, 0]"
2160,193.0,"[322, 270, 242, 97, 61, 27, 0]"
2161,158.0,"[720, 358, 27, 18, 0]"
2162,362.0,"[720, 691, 654, 628, 395, 334, 270, 147, 138, 97, 46, 40, 21, 0, 0]"
2163,161.0,"[270, 97, 4]"
2164,208.0,"[335, 270, 247, 242, 224, 97, 67, 61, 0]"
2165,280.0,"[720, 691, 405, 395, 388, 364, 270, 97, 19, 0, 0]"
2166,1951.0,"[609, 575, 436, 405, 364, 270, 247, 56, 53, 48, 0, 0]"
2167,273.0,[720]
2168,79.0,"[882, 720, 281, 242, 116, 61, 48, 42, 0]"
2169,610.0,"[405, 393, 270, 247, 50, 0]"
2170,284.0,"[884, 654, 405, 364, 288, 257, 247, 242, 97, 97, 62, 52, 16, 0, 0]"
2171,269.0,"[902, 720, 395, 381, 370, 274, 237, 91, 67, 52, 21, 16]"
2172,143.0,"[882, 347, 100, 66, 52, 32]"
2173,547.0,"[882, 270, 116, 67, 27, 21, 21, 0]"
2174,390.0,"[411, 405, 351, 281, 270, 257, 247, 236, 97, 21, 0, 0]"
2175,267.0,"[889, 395, 335, 288, 270, 261, 247, 52, 46, 13]"
2176,602.0,"[405, 258, 242, 53, 50, 21, 18]"
2177,532.0,"[493, 405, 364, 322, 288, 278, 242, 92, 83, 0, 0]"
2178,361.0,"[529, 405, 389, 322, 258, 242, 91, 61, 0]"
2179,187.0,"[407, 270, 21, 0]"
2180,231.0,"[882, 274, 100, 81, 47, 21, 19]"
2181,463.0,"[882, 500, 318, 242, 149, 70, 61, 40, 34, 29, 27, 27, 19, 0]"
2182,228.0,"[882, 342, 251, 99, 93, 49, 21]"
2183,280.0,"[902, 400, 357, 274, 100, 39, 27, 21, 0]"
2184,605.0,"[351, 274, 78, 72, 27, 23, 18, 1, 0]"
2185,796.0,"[882, 654, 494, 375, 358, 345, 311, 299, 274, 131, 93, 70, 27, 23, 23, 21, 20, 16]"
2186,500.0,"[882, 304, 274, 94, 83, 67, 60, 23, 0, 0]"
2187,505.0,"[405, 395, 364, 337, 253, 179, 97, 56, 48, 47, 46, 16, 0]"
2188,437.0,"[405, 322, 242, 200, 179, 61]"
2189,2142.0,"[405, 322, 288, 247, 242, 117, 100, 91, 66]"
2190,626.0,"[673, 352, 295, 187, 66, 60, 48, 27, 25, 21, 20, 0]"
2191,503.0,"[562, 405, 364, 288, 242, 97, 62, 44, 44, 43, 16, 0, 0]"
2192,369.0,"[720, 389, 274, 61, 27, 17, 0]"
2193,367.0,"[720, 562, 304, 82, 35, 21, 20]"
2194,386.0,"[691, 522, 395, 388, 288, 281, 97, 21, 0]"
2195,282.0,"[318, 115, 97, 87, 52, 47]"
2196,167.0,"[405, 357, 325, 236, 17]"
2197,164.0,"[356, 354, 282, 274, 247, 172, 123, 100, 97, 41, 40, 30, 30, 27, 0]"
2198,56.0,"[282, 97, 27, 16, 0]"
2199,411.0,"[857, 414, 381, 282, 274, 241, 190, 80, 67, 45, 32, 23]"
2200,679.0,"[882, 720, 436, 364, 318, 304, 271, 266, 250, 242, 182, 97, 82, 51, 44, 39, 37, 16]"
2201,766.0,"[882, 486, 342, 338, 322, 316, 274, 263, 251, 241, 182, 103, 97, 93, 40, 36, 25, 18, 0, 0]"
2202,579.0,"[673, 387, 299, 274, 251, 241, 231, 97, 36, 24, 0]"
2203,520.0,"[720, 500, 407, 335, 274, 263, 250, 115, 97, 67, 61, 41, 40, 36, 21, 16]"
2204,311.0,"[882, 405, 356, 354, 351, 335, 305, 274, 212, 115, 100, 81, 70, 40, 36, 27, 21, 17, 16, 0, 0]"
2205,691.0,"[882, 367, 345, 274, 182, 115, 93, 40, 28, 18]"
2206,243.0,"[882, 411, 271, 66, 53, 22, 20, 18, 0]"
2207,614.0,"[882, 673, 388, 299, 274, 251, 157, 97, 23, 17]"
2208,253.0,"[882, 115, 100, 43, 31]"
2209,136.0,"[405, 356, 21]"
2210,84.0,"[405, 368, 356, 128, 34, 21, 0]"
2211,149.0,"[882, 500, 307, 271, 31, 25, 18]"
2212,91.0,"[405, 347, 93, 36, 34, 21, 0]"
2213,287.0,"[882, 575, 562, 264, 100, 100, 93, 83, 34, 30, 18]"
2214,238.0,"[486, 405, 242, 51, 13, 0]"
2215,77.0,"[405, 389, 288, 258, 13, 0]"
2216,22.0,"[884, 405, 288, 247, 231, 124, 48, 16, 0]"
2217,454.0,"[882, 720, 673, 378, 364, 357, 336, 274, 100, 72, 60, 46, 43, 34, 20]"
2218,305.0,"[884, 575, 295, 236, 97, 72, 21, 0]"
2219,324.0,"[882, 405, 251, 214, 160, 40, 23, 21, 21, 18, 0]"
2220,248.0,"[882, 375, 341, 241, 97, 23, 16, 0]"
2221,618.0,"[720, 533, 405, 395, 351, 288, 257, 247, 242, 115, 97, 0]"
2222,113.0,"[458, 181, 21]"
2223,343.0,"[882, 50, 40, 18]"
2224,552.0,"[882, 673, 405, 364, 364, 356, 299, 274, 242, 237, 147, 40, 23, 17, 0]"
2225,49.0,"[282, 265, 212, 186, 16, 0, 0]"
2226,187.0,"[277, 109, 100, 70, 40, 23, 21, 0]"
2227,483.0,"[882, 411, 274, 212, 209, 160, 110, 72, 70, 60, 21, 13]"
2228,526.0,"[500, 274, 242, 92, 40, 32, 23, 18]"
2229,290.0,"[405, 364, 35, 21, 0]"
2230,161.0,"[405, 364, 257, 97, 61, 21, 0]"
2231,444.0,"[405, 34, 0, 0]"
2232,318.0,"[882, 366, 149, 61, 41, 40, 31, 27, 0]"
2233,1307.0,"[388, 345, 302, 36, 34, 27, 23, 21, 0]"
2234,891.0,"[431, 347, 280, 180, 100, 93, 36, 27, 22, 0]"
2235,173.0,"[882, 486, 446, 276, 70, 61, 0]"
2236,166.0,"[320, 231, 56, 21]"
2237,403.0,"[562, 364, 360, 350, 247, 83, 61, 41, 40, 16]"
2238,388.0,"[628, 562, 405, 375, 370, 364, 288, 257, 228, 97, 0, 0]"
2239,720.0,"[882, 529, 405, 381, 340, 253, 242, 97, 40, 32, 16, 13, 0, 0]"
2240,208.0,"[882, 720, 499, 405, 395, 364, 288, 242, 97, 16, 0]"
2241,320.0,"[405, 381, 304, 281, 247, 242, 74, 61, 0]"
2242,500.0,"[882, 265, 91, 61, 29, 27, 17, 0]"
2243,277.0,"[882, 720, 673, 378, 274, 271, 265, 115, 46, 18, 0]"
2244,233.0,"[882, 573, 405, 381, 378, 111, 97, 62, 23, 21, 0]"
2245,511.0,"[882, 431, 407, 274, 93, 87, 42, 40, 40, 37, 28, 17, 0]"
2246,497.0,"[458, 318, 149, 147, 20]"
2247,213.0,"[882, 720, 103, 97, 16, 0]"
2248,265.0,"[411, 405, 364, 362, 304, 282, 281, 97, 62, 27, 16, 0, 0]"
2249,515.0,"[720, 458, 405, 359, 342, 304, 296, 242, 61, 21]"
2250,275.0,"[882, 329, 274, 131, 83, 51, 41, 40, 23, 0]"
2251,111.0,"[720, 405, 364, 337, 299, 242, 236, 97, 16, 0]"
2252,412.0,"[882, 261, 219, 148, 0]"
2253,44.0,"[882, 720, 692, 357, 322, 295, 278, 231, 202, 60, 21]"
2254,247.0,"[405, 322, 258, 242, 61, 16, 0]"
2255,122.0,"[405, 93, 57, 30]"
2256,145.0,"[405, 347, 233, 83, 57, 21]"
2257,74.0,"[654, 405, 70, 40, 0]"
2258,1115.0,"[882, 347, 282, 212, 100, 40, 0]"
2259,483.0,"[533, 242, 237, 214, 17, 0]"
2260,564.0,"[882, 464, 274, 143, 109, 70, 66, 40, 25, 21, 0, 0]"
2261,570.0,"[405, 347, 242, 228, 201, 0, 0]"
2262,607.0,"[882, 720, 550, 341, 332, 274, 251, 247, 231, 70, 47, 40, 30, 23, 0]"
2263,322.0,"[902, 884, 882, 149, 133, 131, 115, 32, 31, 25, 23, 21]"
2264,871.0,"[370, 322, 274, 251, 240, 203, 82, 27]"
2265,412.0,"[882, 573, 304, 199, 80, 41, 21]"
2266,60.0,"[82, 80, 67, 46, 40, 22, 0]"
2267,228.0,"[132, 85, 82, 80, 40, 30, 21]"
2268,1302.0,"[364, 148, 81, 40, 27, 0, 0]"
2269,86.0,"[341, 242, 82, 55, 36, 30, 28, 27, 21, 19, 16]"
2270,357.0,"[882, 267, 199, 80, 41, 21]"
2271,748.0,"[882, 567, 458, 405, 335, 274, 251, 203, 80, 72, 21, 0]"
2272,316.0,"[405, 278, 250, 242, 236, 98]"
2273,630.0,"[720, 335, 261, 247, 182, 162, 89, 43, 14]"
2274,252.0,"[405, 381, 242, 162, 43, 32, 21, 18, 13, 0]"
2275,573.0,"[575, 405, 388, 381, 364, 97, 80, 61, 57, 52, 43, 21, 0, 0]"
2276,401.0,"[405, 242, 240, 201, 43, 21]"
2277,885.0,"[411, 341, 282, 276, 233, 159, 150, 27, 16]"
2278,2293.0,"[395, 290, 274, 233, 212, 137, 112, 80, 40, 21, 16]"
2279,273.0,"[882, 364, 282, 251, 149, 40, 16, 0]"
2280,165.0,"[692, 353, 242, 62, 36, 30, 27, 18, 17, 0]"
2281,264.0,"[882, 717, 347, 282, 251, 164, 61, 40, 39, 36, 35, 34, 22, 21, 0]"
2282,542.0,"[882, 464, 379, 282, 274, 92, 36]"
2283,212.0,"[857, 522, 408, 354, 354, 351, 325, 212, 100, 61, 31, 17, 0, 0]"
2284,338.0,"[405, 257, 98, 76, 57, 52, 43, 32, 21, 0]"
2285,580.0,"[882, 720, 405, 364, 362, 361, 335, 297, 276, 274, 100, 93, 62, 61, 60, 40, 32, 28, 17, 16, 0]"
2286,249.0,"[614, 338, 304, 89, 52]"
2287,195.0,"[270, 231, 138, 30, 21]"
2288,96.0,"[800, 274, 265, 46, 21, 21, 13, 0]"
2289,2550.0,"[882, 486, 274, 250, 237, 212, 204, 160, 93, 91, 70, 62, 52, 50, 36, 31, 23, 21]"
2290,201.0,"[902, 274, 212, 23, 21, 0]"
2291,260.0,"[395, 364, 335, 290, 288, 263, 247, 97, 53, 37]"
2292,956.0,"[575, 562, 486, 405, 322, 288, 282, 263, 258, 247, 242, 239, 162, 116, 97, 50, 46]"
2293,310.0,"[882, 720, 364, 274, 83, 72, 40, 34, 16]"
2294,1074.0,"[720, 692, 380, 350, 332, 274, 182, 104, 97, 61, 60]"
2295,984.0,"[896, 884, 882, 857, 405, 381, 364, 274, 272, 251, 133, 132, 97, 85, 80, 67]"
2296,619.0,"[882, 354, 351, 299, 282, 274, 212, 116, 100, 83, 40, 17, 16, 0]"
2297,382.0,"[882, 282, 274, 212, 100, 61, 36, 0]"
2298,586.0,"[882, 364, 275, 66, 61, 40, 36, 19, 18, 16]"
2299,1278.0,"[882, 282, 274, 251, 247, 131, 80, 47, 41, 40, 23, 21, 0]"
2300,143.0,"[884, 282, 282, 274, 41, 40, 23, 21, 0]"
2301,1346.0,"[882, 562, 354, 315, 304, 299, 274, 247, 223, 212, 89, 48, 40, 23]"
2302,1039.0,"[882, 635, 264, 83, 27, 25, 25, 10, 0]"
2303,777.0,"[882, 364, 352, 351, 345, 335, 251, 247, 212, 202, 109, 100, 82, 80, 48, 40, 23, 0]"
2304,91.0,"[575, 573, 562, 486, 405, 364, 288, 258, 97, 16, 0, 0]"
2305,211.0,"[911, 882, 347, 274, 115, 87, 34, 23, 20, 19, 16, 0]"
2306,479.0,"[882, 720, 304, 269, 247, 212, 100, 46, 27, 21]"
2307,860.0,"[882, 692, 304, 282, 274, 251, 241, 212, 115, 72, 40, 23, 21, 15, 13, 0]"
2308,580.0,"[882, 720, 370, 364, 274, 247, 241, 212, 148, 97, 82, 70, 66, 61, 40, 17]"
2309,944.0,"[882, 720, 575, 405, 374, 364, 354, 335, 310, 299, 247, 229, 100, 40, 36, 27, 23]"
2310,422.0,"[882, 494, 375, 283, 236, 97, 87, 27, 0]"
2311,1387.0,"[562, 375, 354, 304, 247, 219]"
2312,209.0,"[231, 192, 43]"
2313,378.0,"[882, 358, 353, 280, 116, 100, 93, 18, 16]"
2314,312.0,"[458, 280, 18]"
2315,398.0,"[902, 562, 280, 276, 274, 265, 148, 124, 103, 40, 22, 18]"
2316,236.0,"[882, 654, 353, 282, 103, 21, 20, 0]"
2317,257.0,"[356, 274, 259, 247, 237, 80]"
2318,138.0,"[494, 405, 274, 250, 247, 213, 94, 0]"
2319,262.0,"[335, 311, 304, 274, 27]"
2320,172.0,"[311, 274, 237, 54, 52]"
2321,933.0,"[882, 354, 353, 351, 336, 335, 334, 274, 230, 219, 100, 93, 50, 40, 21]"
2322,432.0,"[882, 364, 290, 274, 271, 137, 83, 72, 46, 16]"
2323,138.0,"[882, 295, 0]"
2324,239.0,"[720, 375, 364, 354, 274, 251, 234, 41, 40, 36, 22, 0]"
2325,771.0,"[720, 673, 413, 364, 356, 318, 295, 163, 148, 72, 61]"
2326,90.0,"[364, 93, 83, 16]"
2327,716.0,"[882, 720, 692, 350, 346, 278, 274, 261, 212, 112, 103, 97, 67, 40, 36, 22, 0]"
2328,717.0,"[882, 720, 388, 357, 274, 83, 67, 44, 40, 39, 36, 27, 0, 0]"
2329,1791.0,"[720, 36, 27, 21, 0]"
2330,142.0,"[720, 318, 251, 43, 40, 36, 34, 22, 16]"
2331,298.0,"[882, 720, 628, 408, 305, 274, 100, 97, 71, 41, 40, 36, 22, 0]"
2332,859.0,"[720, 431, 364, 353, 345, 334, 274, 261, 251, 227, 182, 177, 160, 97, 89, 72, 67, 39, 25, 0]"
2333,1427.0,"[720, 500, 431, 411, 249, 242, 192, 174, 83, 72, 32, 19]"
2334,244.0,"[720, 364, 276, 242, 60, 27, 16, 0]"
2335,135.0,"[882, 341, 320, 251, 237, 174, 91, 23, 22, 0]"
2336,386.0,"[720, 411, 405, 364, 353, 276, 251, 242, 97, 72, 22, 0, 0, 0]"
2337,223.0,"[884, 411, 304, 276, 274, 93, 78, 65, 60, 22, 20, 19]"
2338,451.0,"[720, 431, 315, 160, 45, 43, 37, 27, 0, 0]"
2339,367.0,"[720, 276, 257, 213, 172, 83, 82, 72, 43, 41]"
2340,1054.0,"[720, 692, 367, 274, 172, 83, 60, 40, 36, 0]"
2341,540.0,"[720, 494, 242, 172, 83, 72, 36]"
2342,16.0,"[882, 807, 508, 411, 274, 172, 93, 82, 80, 0]"
2343,18.0,"[720, 274, 180, 172, 111, 83, 71, 57, 48, 30, 18]"
2344,640.0,"[902, 274, 251, 233, 230, 172, 40, 17]"
2345,305.0,"[388, 274, 45, 36, 27, 0]"
