,calories,parsed_ingredients
2346,430.0,"[692, 319, 295, 82, 60, 32, 30]"
2347,134.0,"[242, 233, 83, 72, 60, 43]"
2348,118.0,"[882, 238, 0]"
2349,445.0,"[720, 364, 274, 251, 83, 67, 60, 40, 0]"
2350,360.0,"[882, 720, 405, 204, 36, 27, 27, 25, 24, 19, 0]"
2351,166.0,"[882, 720, 274, 265, 236, 123, 77, 21]"
2352,879.0,"[882, 692, 508, 333, 242, 241, 48, 15]"
2353,462.0,"[882, 508, 227, 196, 13, 0, 0]"
2354,2123.0,"[882, 508, 403, 393, 333, 274, 257, 213, 180, 137, 72, 48, 18, 0]"
2355,205.0,"[882, 296, 274, 212, 72, 36, 27, 25, 0]"
2356,273.0,"[720, 389, 180, 128, 36, 28, 0]"
2357,344.0,"[369, 312, 251, 160, 45, 42]"
2358,225.0,"[882, 527, 494, 352, 341, 304, 276, 131, 104, 93, 82, 40, 36, 35, 0]"
2359,350.0,"[567, 405, 174, 149, 147, 80, 72, 72, 67, 65, 60, 43, 16]"
2360,978.0,"[882, 411, 282, 274, 251, 137, 0]"
2361,175.0,"[720, 83, 17, 0]"
2362,201.0,"[882, 562, 387, 304, 178, 72, 50, 21]"
2363,221.0,"[882, 304, 236, 160, 74, 72, 37, 21]"
2364,123.0,"[902, 405, 72, 30, 27, 19, 16, 0]"
2365,204.0,"[589, 251, 36, 21, 0]"
2366,437.0,"[882, 405, 311, 274, 75, 70, 40, 36, 27, 21, 21, 17, 16, 10, 0]"
2367,727.0,"[499, 375, 147]"
2368,310.0,"[405, 364, 288, 250, 203, 97, 69, 61, 0, 0]"
2369,718.0,"[882, 562, 354, 335, 274, 271, 241, 212, 131, 0]"
2370,103.0,"[692, 405, 72, 62, 30, 18, 16, 16]"
2371,208.0,"[589, 251, 53, 0]"
2372,301.0,"[405, 201, 92, 91, 44]"
2373,310.0,"[562, 405, 395, 393, 364, 288, 236, 201, 97, 44, 43, 0]"
2374,141.0,"[405, 247, 153, 97, 83, 44, 0]"
2375,163.0,"[387, 263, 175, 130, 97]"
2376,2351.0,"[322, 257, 61]"
2377,610.0,"[902, 358, 342, 318, 274, 265, 148, 91, 0]"
2378,925.0,"[720, 381, 276, 274, 252, 251, 242, 180, 148, 82, 40, 32, 16]"
2379,205.0,"[270, 250, 97, 83, 21]"
2380,739.0,"[882, 393, 274, 199, 131, 60, 27, 21]"
2381,162.0,"[333, 231, 67, 50, 48, 27, 23, 21, 16, 16, 0]"
2382,264.0,[654]
2383,868.0,"[450, 405, 322, 61, 17, 14, 0]"
2384,589.0,"[720, 654, 525, 334, 0]"
2385,2457.0,"[720, 654, 236, 235, 200, 116, 31]"
2386,290.0,"[720, 405, 395, 393, 281, 261, 57]"
2387,361.0,"[720, 405, 388, 364, 339, 247, 242, 97, 80, 21, 0]"
2388,199.0,"[405, 364, 310, 288, 261, 247, 97, 50, 16, 0]"
2389,348.0,"[364, 286, 261, 238, 71, 61, 20, 13, 0, 0]"
2390,602.0,"[612, 562, 405, 395, 364, 288, 281, 261, 247, 115, 89, 62, 16, 0]"
2391,216.0,"[902, 274, 265, 164, 36, 21, 0]"
2392,340.0,"[375, 364, 157, 143, 93, 30, 16, 0]"
2393,105.0,"[720, 97, 23]"
2394,259.0,"[902, 405, 82, 40, 36, 19]"
2395,901.0,"[882, 405, 345, 274, 93, 77, 38, 28]"
2396,2543.0,"[902, 882, 720, 387, 274, 196, 131, 93, 72, 30, 29, 27, 0]"
2397,144.0,"[882, 128, 111]"
2398,170.0,"[403, 250, 153, 97, 57, 30]"
2399,187.0,"[233, 175, 130, 48]"
2400,917.0,"[395, 304, 200, 46]"
2401,419.0,"[405, 52]"
2402,1151.0,"[882, 405, 393, 376, 364, 322, 270, 257, 97, 97, 16]"
2403,520.0,"[902, 280, 191, 97, 93, 44, 21, 0]"
2404,51.0,"[327, 163, 115, 36, 18]"
2405,340.0,"[562, 411, 405, 364, 362, 311, 288, 247, 97, 61, 48, 47, 16, 0, 0]"
2406,391.0,"[720, 337, 242, 89, 77, 40, 30, 16, 0]"
2407,308.0,"[882, 720, 237, 180, 100, 40]"
2408,304.0,"[882, 486, 364, 116, 97, 60, 40, 0, 0]"
2409,511.0,"[333, 251, 242, 228, 115, 97, 40, 0]"
2410,372.0,"[625, 364, 353, 322, 251, 242, 115, 97, 40, 16, 0, 0, 0]"
2411,362.0,"[720, 413, 332, 44, 27, 23, 0]"
2412,555.0,"[884, 720, 692, 366, 271, 236, 112, 109, 103, 100, 97, 40, 27, 21]"
2413,623.0,"[882, 393, 264, 180, 173, 157, 60]"
2414,801.0,"[882, 562, 405, 337, 212, 70, 48, 40, 27, 21]"
2415,385.0,"[720, 405, 389, 364, 288, 258, 257, 247, 199, 97, 97, 97, 70, 60, 50, 0, 0, 0]"
2416,945.0,"[654, 562, 405, 375, 364, 322, 304, 263, 97, 97, 57, 52, 0, 0]"
2417,794.0,"[720, 405, 395, 364, 242, 97, 97, 46, 0, 0]"
2418,313.0,"[882, 405, 322, 258, 253, 242, 162, 83, 80, 48, 46, 16, 13, 0]"
2419,167.0,"[720, 584, 486, 405, 361, 270, 97, 62, 53, 43, 37, 16, 0, 0]"
2420,837.0,"[395, 212, 192, 67, 46]"
2421,371.0,"[884, 562, 405, 247, 150, 48, 48, 46, 0]"
2422,174.0,"[720, 447, 405, 381, 305, 290, 242, 61, 43]"
2423,296.0,"[405, 242, 97, 62, 61, 42]"
2424,183.0,"[387, 304, 89, 61, 46]"
2425,158.0,"[882, 691, 270, 62, 46, 40, 21, 21, 17, 0]"
2426,1378.0,"[882, 486, 304, 274, 100, 67, 46, 21]"
2427,163.0,"[902, 884, 458, 174, 62, 47, 40, 27, 0]"
2428,678.0,"[575, 405, 364, 335, 322, 310, 281, 252, 231, 97, 97, 82, 81, 46, 46, 16, 0]"
2429,93.0,"[405, 364, 304, 288, 97, 62, 48, 16, 0]"
2430,215.0,"[720, 395, 304, 180, 88, 46, 41]"
2431,153.0,"[882, 304, 97, 46, 41]"
2432,227.0,"[902, 334, 47]"
2433,1719.0,"[405, 292, 274, 80, 67, 46, 27, 0]"
2434,601.0,"[405, 364, 335, 304, 263, 247, 97, 51, 48, 16, 1, 0, 0]"
2435,97.0,[82]
2436,303.0,"[691, 562, 288, 281, 270, 48, 46, 0]"
2437,671.0,"[720, 370, 318, 242, 187, 148, 40, 31, 27, 0]"
2438,488.0,"[673, 388, 370, 362, 261, 93, 27, 0]"
2439,818.0,"[882, 342, 265, 249, 133, 18]"
2440,586.0,"[720, 274, 251, 133, 100, 46, 0]"
2441,394.0,"[882, 236, 98, 93, 40]"
2442,187.0,"[720, 276, 274, 236, 133, 72, 36, 0, 0]"
2443,333.0,"[902, 673, 357, 249, 143, 25, 21, 20]"
2444,412.0,"[882, 654, 278, 265, 261, 212, 149, 133, 115, 100, 60, 40, 23, 21, 20, 19]"
2445,539.0,"[902, 357, 305, 264, 115, 97, 43, 27, 0]"
2446,809.0,"[882, 364, 364, 274, 265, 57, 44, 21]"
2447,567.0,"[882, 458, 342, 305, 209, 21, 20, 19, 16]"
2448,536.0,"[882, 673, 304, 292, 261, 233, 100, 40, 21, 19, 16]"
2449,3537.0,"[882, 720, 411, 364, 352, 274, 115, 93, 93, 83, 41, 36, 27, 17, 16, 16, 0]"
2450,362.0,"[800, 720, 691, 405, 390, 288, 247, 182, 116, 61, 37, 0]"
2451,723.0,"[882, 720, 447, 405, 353, 274, 93, 83, 82, 37, 27, 0]"
2452,254.0,"[720, 691, 527, 405, 322, 247, 242, 61, 21, 21]"
2453,235.0,"[405, 364, 282, 21, 0]"
2454,837.0,"[882, 493, 351, 304, 274, 265, 242, 212, 203, 128, 40, 27, 23, 18, 13, 0]"
2455,334.0,"[884, 575, 405, 364, 133, 97, 61, 16, 0]"
2456,1268.0,"[882, 431, 251, 180, 174, 103, 61, 29, 25]"
2457,357.0,"[882, 558, 364, 342, 276, 274, 242, 148, 115, 97]"
2458,1324.0,"[882, 562, 276, 149, 72, 36, 27]"
2459,248.0,"[902, 265, 149, 100, 40, 27, 19, 0]"
2460,123.0,"[720, 332, 250, 177, 115, 37, 36, 32, 23, 16]"
2461,594.0,"[882, 567, 411, 384, 356, 271, 260, 209, 128, 67, 30]"
2462,1283.0,"[896, 388, 312, 286, 197, 174, 149, 133, 133, 40, 37, 27, 23, 0]"
2463,316.0,"[654, 247, 201]"
2464,303.0,"[364, 282, 251, 242, 115, 103, 97, 41, 40, 30, 16, 13, 0]"
2465,620.0,"[720, 364, 318, 86, 77, 36, 29]"
2466,1020.0,"[882, 149, 131, 37, 27]"
2467,434.0,"[882, 274, 131, 67, 60, 27]"
2468,982.0,"[882, 654, 347, 274, 131, 36, 21]"
2469,695.0,"[882, 575, 378, 274, 199, 131, 23]"
2470,321.0,"[691, 337, 335, 247, 50, 27, 0, 0]"
2471,371.0,"[882, 720, 471, 458, 251, 123, 72, 69, 46, 36, 29, 23, 21, 0]"
2472,185.0,"[882, 411, 375, 318, 274, 209]"
2473,605.0,"[882, 388, 295, 83, 79, 72, 36, 27, 21, 0]"
2474,360.0,"[882, 315, 245, 36, 27, 20, 0]"
2475,868.0,"[882, 388, 322, 295, 217, 87, 83, 72, 21, 19]"
2476,90.0,"[567, 350, 300, 274, 212, 72, 27, 0]"
2477,418.0,"[882, 567, 250, 233, 230, 155, 93, 80, 72, 51, 49, 40, 34, 25, 21, 20, 0]"
2478,240.0,"[720, 405, 270, 203, 97, 92, 61, 1]"
2479,646.0,"[902, 692, 331, 212, 21, 0]"
2480,746.0,"[902, 405, 360, 315, 276, 131, 94, 27, 21, 0, 0]"
2481,1290.0,"[882, 407, 364, 360, 315, 274, 148, 148, 131, 83, 72, 37, 27, 20]"
2482,731.0,"[882, 612, 375, 278, 252, 218, 100, 83, 72, 27, 0]"
2483,687.0,"[902, 720, 562, 315, 276, 274, 251, 241, 237, 148, 83, 72, 67, 43, 21]"
2484,665.0,"[882, 573, 373, 274, 265, 237, 147, 27, 21, 20, 18, 0]"
2485,409.0,"[882, 625, 274, 251, 194, 131, 27, 22, 17, 0]"
2486,207.0,"[720, 27, 16, 0]"
2487,404.0,"[882, 720, 378, 364, 112, 0]"
2488,1575.0,"[882, 595, 364, 304, 251, 247, 212, 81, 56, 40, 19, 0]"
2489,433.0,"[902, 77]"
2490,558.0,"[882, 405, 381, 347, 180, 93, 91, 80, 72, 67, 21, 0]"
2491,710.0,"[882, 305, 295, 97, 72, 60, 36, 23, 21, 0]"
2492,296.0,"[405, 335, 286, 258, 242, 91, 61, 39, 37, 0]"
2493,89.0,"[575, 488, 458, 13, 0]"
2494,600.0,"[720, 494, 370, 297, 233, 110, 40, 18, 0]"
2495,210.0,"[882, 274, 251, 100, 93, 40, 35, 23, 19, 0]"
2496,211.0,"[882, 353, 337, 315, 311, 149, 80, 78, 57, 40, 27, 23, 18, 0]"
2497,504.0,"[902, 274, 164, 131, 40, 25, 22, 18, 17]"
2498,724.0,"[882, 673, 387, 360, 345, 274, 261, 40, 27, 0]"
2499,678.0,"[562, 315, 148, 133, 23, 17]"
2500,918.0,"[902, 351, 282, 247, 174, 123, 40]"
2501,843.0,"[882, 364, 269, 242, 93, 83, 57, 40, 20, 17]"
2502,1599.0,"[902, 692, 458, 282, 274, 219, 77, 27, 21, 0]"
2503,234.0,[334]
2504,86.0,"[882, 388, 364, 322, 315, 305, 242, 97, 93, 35, 27, 0]"
2505,186.0,"[902, 405, 364, 149, 131, 97, 61, 44, 27, 16, 0, 0]"
2506,386.0,"[882, 364, 27, 0]"
2507,181.0,"[882, 500, 431, 405, 345, 27, 0]"
2508,106.0,"[882, 364, 342, 276, 148, 72, 50, 18, 0]"
2509,570.0,"[720, 251, 148, 103, 97, 60, 0]"
2510,1190.0,"[882, 431, 230, 83, 36, 22]"
2511,168.0,"[242, 93, 50]"
2512,469.0,[400]
2513,315.0,"[882, 508, 375, 354, 300, 132, 97, 93, 40, 23, 0]"
2514,120.0,"[882, 405, 111, 62, 30, 21, 21, 0]"
2515,237.0,"[882, 720, 274, 213, 100, 40, 37, 27, 0]"
2516,356.0,"[884, 654, 405, 364, 335, 263, 258, 247, 182, 97, 80, 75, 61, 16, 0]"
2517,434.0,"[411, 276, 75, 41]"
2518,268.0,"[628, 315, 251, 242, 115, 16, 0]"
2519,242.0,"[882, 720, 342, 274, 132, 103, 100, 75, 43, 40, 20]"
2520,107.0,"[405, 97, 57, 53, 0]"
2521,172.0,"[857, 553, 405, 347, 180, 97, 52, 52]"
2522,201.0,"[405, 240, 48, 21]"
2523,380.0,"[405, 335, 242, 233, 93, 0]"
2524,553.0,"[405, 388, 381, 322, 124, 97, 48, 0, 0]"
2525,118.0,"[75, 48]"
2526,223.0,"[282, 281, 200, 21]"
2527,718.0,"[882, 484, 370, 263, 250, 242, 182, 83, 41, 40, 27, 17, 0]"
2528,487.0,"[882, 274, 233, 148, 109, 42, 19]"
2529,885.0,"[882, 720, 431, 274, 265, 251, 133, 83, 81, 67, 41, 40, 16, 0]"
2530,676.0,"[882, 720, 353, 276, 242, 195, 72, 32]"
2531,677.0,"[882, 387, 370, 282, 265, 174, 149, 148, 69, 32, 25, 19]"
2532,428.0,"[91, 16, 0]"
2533,1557.0,"[533, 494, 413, 393, 370, 364, 351, 274, 219, 61, 41, 40, 27, 16, 16, 0, 0]"
2534,699.0,"[882, 720, 525, 364, 352, 335, 322, 274, 263, 247, 241, 61, 40, 17]"
2535,891.0,"[882, 720, 274, 265, 40, 39, 36, 27, 22, 16, 0, 0]"
2536,480.0,"[882, 595, 337, 297, 274, 183, 133, 131, 122, 40, 27, 16]"
2537,464.0,"[882, 720, 575, 274, 233, 81, 70, 21, 0]"
2538,823.0,"[882, 431, 358, 251, 242, 72, 36, 31, 29, 0]"
2539,574.0,"[902, 882, 654, 387, 353, 100, 25, 0]"
2540,1177.0,"[882, 720, 411, 357, 185, 83, 36, 27, 0]"
2541,442.0,"[882, 364, 236]"
2542,813.0,"[902, 357, 347, 111, 93, 91, 44, 36, 31, 27, 20, 0]"
2543,453.0,"[265, 100]"
2544,1014.0,"[882, 351, 274, 251, 0, 0]"
2545,499.0,"[882, 353, 274, 233, 148, 81, 41, 40, 17, 16]"
2546,629.0,"[882, 720, 274, 97, 82, 74, 74, 32, 30]"
2547,653.0,"[882, 494, 486, 345, 104, 32, 0]"
2548,144.0,"[405, 381, 322, 250, 190, 61]"
2549,234.0,"[364, 35, 0]"
2550,326.0,"[369, 312, 251, 160, 45, 42]"
2551,549.0,"[720, 350, 250, 212, 40, 32]"
2552,278.0,"[251, 149, 81, 51, 21]"
2553,584.0,"[902, 486, 304, 66, 43, 30, 21, 16]"
2554,107.0,"[720, 353, 274, 74, 23, 22]"
2555,627.0,"[562, 203, 124, 81, 70, 35]"
2556,176.0,"[882, 251, 133, 60, 42, 29, 25, 19, 0]"
2557,471.0,"[562, 405, 364, 345, 203, 61, 16, 0, 0]"
2558,489.0,"[720, 405, 364, 247, 242, 196, 21, 0, 0]"
2559,470.0,"[720, 405, 281, 242, 201, 91, 80, 39]"
2560,469.0,"[527, 405, 364, 242, 52, 21, 0]"
2561,254.0,"[231, 223, 66, 54, 21]"
2562,206.0,"[405, 357, 322, 213, 83, 18]"
2563,786.0,"[405, 364, 288, 242, 182, 92, 62, 39, 16, 0]"
2564,470.0,"[720, 527, 405, 364, 288, 98, 97, 39, 18]"
2565,297.0,"[562, 405, 322, 281, 257, 246, 0]"
2566,213.0,"[281, 233, 80, 57, 39, 21, 20]"
2567,305.0,"[720, 488, 405, 345, 242, 80, 57, 21]"
2568,402.0,"[720, 405, 388, 364, 242, 231, 216, 97, 54, 0, 0]"
2569,163.0,"[405, 282, 52, 39, 21, 0]"
2570,102.0,"[405, 83, 80, 39, 21, 0]"
2571,15.0,"[405, 300, 212, 93, 21]"
2572,537.0,"[720, 405, 388, 381, 322, 288, 257, 183, 90, 89, 61, 57, 45, 40, 0]"
2573,243.0,"[720, 589, 405, 381, 361, 288, 242, 61, 50, 0]"
2574,723.0,"[562, 527, 405, 395, 379, 288, 97, 89, 74]"
2575,342.0,"[720, 548]"
2576,593.0,"[529, 405, 381, 379, 288, 257, 228, 61, 0, 0]"
2577,1648.0,"[720, 589, 502, 395, 374, 288, 242]"
2578,274.0,"[589, 567, 395, 364, 288, 97, 60, 16]"
2579,190.0,"[589, 89, 69]"
2580,607.0,"[594, 567, 405, 395, 288, 257, 228, 30, 13]"
2581,969.0,"[395, 274, 100, 80, 67, 21]"
2582,165.0,"[567, 405, 32, 23]"
2583,551.0,"[720, 525, 405, 388, 381, 364, 257, 201, 57, 46, 21, 16]"
2584,678.0,"[882, 525, 405, 395, 364, 335, 288, 281, 247, 242, 97, 46, 16, 0]"
2585,600.0,"[575, 562, 405, 395, 364, 0]"
2586,454.0,"[405, 395, 381, 364, 362, 345, 304, 263, 247, 153, 107, 0, 0]"
2587,325.0,"[575, 405, 364, 242, 236, 201, 182, 35, 21, 0]"
2588,472.0,"[720, 628, 395, 388, 357, 322, 247, 162, 124, 116, 103, 97, 35, 0]"
2589,288.0,"[562, 405, 364, 97, 61, 17, 16, 0, 0]"
2590,806.0,"[575, 405, 393, 388, 364, 322, 288, 97, 0, 0]"
2591,1943.0,"[645, 612, 405, 364, 335, 242, 213, 46, 28, 16, 0]"
2592,301.0,"[493, 405, 388, 364, 201, 80, 62, 50, 0, 0]"
2593,498.0,"[654, 405, 364, 288, 201, 97, 50, 46, 14, 0]"
2594,898.0,"[720, 405, 395, 364, 274, 247, 237, 162, 97, 81, 80, 57, 44, 35, 21, 0]"
2595,200.0,"[882, 654, 360, 72, 42, 23, 21]"
2596,30111218.0,"[654, 525, 395, 352, 335, 247, 213, 56, 50, 48, 46, 35, 21, 0]"
2597,324.0,"[562, 405, 381, 236, 46]"
2598,261.0,"[562, 0]"
2599,1288.0,"[882, 720, 342, 335, 315, 103, 72, 44, 32, 29]"
2600,533.0,"[882, 691, 525, 395, 364, 288, 247, 242, 233, 115, 44, 16, 0, 0, 0]"
2601,145.0,"[405, 364, 288, 281, 263, 97, 46]"
2602,562.0,"[405, 242, 233, 115, 0]"
2603,1122.0,"[691, 562, 525, 395, 390, 352, 335, 288, 263, 247, 242, 98, 80, 44, 21, 16, 0, 0]"
2604,699.0,"[691, 562, 405, 393, 364, 360, 281, 242, 233, 115, 97, 0]"
2605,4898.0,"[562, 405, 395, 364, 281, 261, 236, 180, 115, 97, 21, 0]"
2606,81.0,"[691, 411, 405, 395, 258, 228, 115, 13]"
2607,335.0,"[405, 312, 250, 52, 21, 0]"
2608,67.0,"[274, 209, 40, 0, 0]"
2609,41.0,"[508, 494, 387, 276, 274, 238, 209, 189, 94, 93, 0]"
2610,456.0,"[882, 378, 311, 209, 128, 67, 25, 0, 0]"
2611,650.0,"[882, 857, 387, 280, 274, 257, 233, 100, 60, 40, 24, 18, 0]"
2612,611.0,"[902, 575, 431, 351, 180, 124, 93, 0]"
2613,870.0,"[882, 351, 342, 274, 261, 236, 115, 100, 74]"
2614,465.0,"[351, 242, 195, 180]"
2615,476.0,"[882, 353, 351, 297, 83, 27, 20, 17]"
2616,627.0,"[882, 298, 265, 223, 212, 27, 0]"
2617,648.0,"[600, 486, 375, 354, 351, 347, 335, 274, 247, 180, 80, 67, 66, 61, 53, 40, 34, 27, 23, 23, 0]"
2618,109.0,"[33, 18]"
2619,763.0,"[882, 692, 494, 407, 247, 218, 60, 48, 25, 22, 21]"
2620,131.0,"[882, 500, 274, 242, 100, 0, 0]"
2621,239.0,"[575, 500, 493, 405, 388, 364, 347, 345, 281, 257, 242, 97, 61, 0, 0]"
2622,137.0,"[494, 405, 237, 97, 93, 28]"
2623,534.0,"[720, 358, 61, 48, 27, 0]"
2624,792.0,"[720, 370, 295, 97, 53]"
2625,752.0,"[882, 352, 274, 227, 209, 36, 23, 0]"
2626,200.0,"[388, 274, 185, 82, 61]"
2627,237.0,"[405, 242, 200, 32, 21, 0]"
2628,580.0,"[882, 720, 304, 270, 251, 196, 190, 115, 72, 60]"
2629,207.0,[0]
2630,135.0,"[387, 387, 310, 0]"
2631,305.0,"[882, 354, 335, 310, 247, 82, 48, 40, 21, 18, 0]"
2632,143.0,"[882, 486, 458, 111, 46, 21, 0]"
2633,990.0,"[884, 562, 405, 364, 282, 257, 236, 97, 53, 13, 0]"
2634,116.0,"[882, 310, 304, 251, 159, 149, 81, 40, 25, 21, 20, 0, 0]"
2635,409.0,"[720, 654, 525, 405, 364, 342, 288, 247, 216, 56, 53, 48, 21, 0, 0]"
2636,89.0,"[300, 233, 80, 70, 40, 21]"
2637,152.0,"[673, 327, 288, 274, 57, 25]"
2638,1740.0,"[884, 882, 720, 413, 321, 284, 274, 157, 116, 82, 41, 40, 37, 32, 23, 16]"
2639,222.0,"[405, 235, 39, 21]"
2640,444.0,"[882, 364, 299, 274, 250, 247, 212, 115, 62, 40, 24, 16, 0, 0, 0]"
2641,143.0,"[405, 83, 19, 0]"
2642,111.0,"[405, 40, 35, 30, 27, 21, 13, 0]"
2643,117.0,"[508, 494, 486, 405, 274, 93, 43, 19, 18, 0]"
2644,731.0,"[902, 486, 405, 331, 318, 305, 72, 37, 32, 23, 23, 21]"
2645,32.0,"[405, 40, 0]"
2646,257.0,"[494, 486, 405, 345, 40, 37, 19]"
2647,90.0,"[387, 40, 0]"
2648,124.0,"[486, 405, 375, 111, 23, 19, 0]"
2649,493.0,"[882, 486, 411, 405, 274, 209, 100, 29, 27, 23, 21, 0]"
2650,188.0,"[882, 486, 405, 332, 274, 251, 36, 29, 18, 0]"
2651,220.0,"[720, 299, 251, 237, 97, 40, 28, 19, 0]"
2652,296.0,"[486, 405, 378, 346, 333, 21, 0, 0]"
2653,393.0,"[276, 263, 250, 103, 97, 40, 32]"
2654,92.0,"[40, 23, 18, 0]"
2655,21.0,"[57, 40, 23, 18, 0]"
2656,290.0,"[884, 882, 364, 82, 62, 40, 27, 22, 14, 0, 0]"
2657,261.0,"[720, 364, 333, 274, 263, 133, 103, 97, 72, 61, 60, 32, 14]"
2658,166.0,"[408, 318, 274, 72, 37, 21, 18, 0]"
2659,442.0,"[692, 522, 403, 347, 251, 251, 115, 27, 13, 0]"
2660,771.0,"[356, 254, 251, 157, 40, 0]"
2661,420.0,"[342, 280, 274, 250, 148, 103, 20]"
2662,291.0,"[500, 387, 38, 10]"
2663,173.0,"[405, 97, 91, 75, 57, 50, 42, 32, 16]"
2664,275.0,"[720, 654, 405, 395, 288, 281, 242, 97, 44, 37, 37, 0]"
2665,873.0,"[673, 500, 405, 364, 352, 322, 288, 247, 100, 97, 48, 0, 0]"
2666,201.0,"[673, 589, 500, 458, 345, 342, 264, 133, 23, 0]"
2667,369.0,"[486, 405, 250, 200, 21, 0]"
2668,209.0,"[720, 718, 405, 395, 364, 258, 97, 50, 21, 13, 0]"
2669,231.0,"[405, 50, 21]"
2670,378.0,"[274, 196, 67, 50, 23]"
2671,177.0,"[405, 400, 347, 21]"
2672,204.0,"[281, 165, 83, 50, 34, 30, 21, 19, 0]"
2673,283.0,"[720, 395, 376, 242, 153, 89, 50, 0]"
2674,128.0,"[718, 486, 347, 50, 46, 25, 0, 0]"
2675,142.0,"[573, 304, 278, 233, 80, 60, 50, 36, 23, 21]"
2676,134.0,"[405, 387, 80, 53, 0]"
2677,174.0,"[83, 50]"
2678,593.0,"[882, 720, 673, 274, 251, 242, 189, 83, 72, 29, 27, 25, 21]"
2679,596.0,"[882, 573, 352, 274, 265, 263, 242, 237, 212, 147, 61, 40, 23, 0]"
2680,69.0,"[720, 562, 405, 288, 281, 0, 0, 0]"
2681,725.0,"[562, 562, 488, 405, 364, 288, 247, 242, 180, 60]"
2682,374.0,"[562, 562, 405, 364, 288, 247, 97, 62, 61, 16, 0]"
2683,95.0,"[882, 720, 717, 562, 529, 405, 364, 311, 97, 16, 0]"
2684,74.0,"[562, 562, 405, 364, 247, 97, 48, 46, 42, 27, 0]"
2685,43.0,"[562, 562, 548, 488, 405, 395, 364, 261, 247, 182, 162, 97, 46, 16, 0, 0]"
2686,391.0,"[562, 558, 405, 331, 98, 93, 83, 76, 60]"
2687,186.0,"[562, 562, 395, 364, 337, 288, 97, 0]"
2688,164.0,"[562, 405, 322, 261, 258, 242, 180]"
2689,274.0,"[562, 405, 258, 242, 13]"
2690,84.0,"[562, 405, 388, 364, 288, 0]"
2691,302.0,"[575, 562, 405, 361, 288, 179, 97, 61, 50, 29, 21, 0]"
2692,86.0,"[562, 364, 353, 308, 288, 0]"
2693,231.0,"[562, 525, 308, 304, 282, 247, 97, 93, 81, 66, 48, 21]"
2694,172.0,"[882, 562, 405, 364, 258, 180, 97, 92, 16, 0]"
2695,359.0,"[562, 405, 288, 258, 257, 250, 61, 32, 0]"
2696,318.0,"[884, 720, 562, 295, 276, 251, 30, 0]"
2697,2036.0,"[351, 280, 199, 195, 93]"
2698,232.0,"[896, 405, 364, 340, 116, 0, 0]"
2699,732.0,"[882, 389, 274, 260, 251, 228, 195, 25]"
2700,447.0,"[378, 270, 230, 186, 167, 67, 60, 16, 0]"
2701,1114.0,"[882, 122]"
2702,311.0,"[882, 411, 405, 335, 274, 122, 93, 40, 21, 0, 0]"
2703,449.0,"[882, 327, 322, 238, 236, 209, 111, 72, 50, 47, 36, 18, 0]"
2704,272.0,"[720, 405, 364, 288, 97, 61, 46, 44, 0]"
2705,283.0,"[405, 247, 80, 46, 27, 21]"
2706,429.0,"[450, 405, 393, 304, 257, 94, 21]"
2707,296.0,"[494, 405, 250, 247, 200, 83, 21, 0]"
2708,397.0,"[458, 405, 381, 364, 261, 110, 107, 43, 0]"
2709,58.0,"[882, 573, 304, 123, 80, 46, 31, 19, 0]"
2710,429.0,"[902, 500, 337, 322, 295, 274, 93, 62, 21]"
2711,480.0,"[882, 357, 336, 276, 93, 27, 17, 0, 0]"
2712,835.0,"[882, 575, 274, 251, 222, 163, 149, 147, 100, 50, 41, 31, 17, 0]"
2713,966.0,"[882, 431, 276, 274, 259, 115, 97, 72, 27, 23, 18, 0]"
2714,387.0,"[902, 882, 236, 195, 97, 74, 30, 21, 19]"
2715,320.0,"[882, 149, 115, 100, 97, 89, 40, 36, 32, 31, 29, 23, 21]"
2716,586.0,"[882, 720, 388, 364, 242, 100, 75, 72, 62, 47, 30, 0]"
2717,396.0,"[882, 720, 310, 274, 250, 242, 21, 0]"
2718,926.0,"[562, 405, 388, 381, 364, 322, 242, 97, 88, 61, 0, 0]"
2719,2213.0,"[882, 494, 347, 274, 251, 250, 180, 93, 83, 57, 47, 37, 36, 29, 21, 0]"
2720,1047.0,"[720, 405, 364, 361, 322, 251, 242, 97, 66, 61, 48, 32]"
2721,126.0,"[494, 393, 236, 209, 83, 48, 30, 29]"
2722,717.0,"[692, 494, 375, 352, 295, 242, 143, 93, 60, 43, 40, 0]"
2723,153.0,"[882, 373, 342, 298, 237, 212, 40, 23, 22, 18, 15]"
2724,114.0,"[882, 405, 364, 274, 67, 23, 21]"
2725,266.0,"[720, 405, 395, 394, 322, 242, 201, 21, 0]"
2726,411.0,"[882, 720, 366, 251, 149, 148, 83, 61, 39, 36, 22, 0]"
2727,35.0,"[387, 66, 50, 30]"
2728,225.0,"[405, 381, 242, 200, 83, 66, 61, 21, 0]"
2729,142.0,"[389, 233]"
2730,182.0,"[320, 75, 66, 46]"
2731,396.0,"[882, 486, 290, 265, 251, 159, 83, 40, 19, 0]"
2732,61.0,"[405, 335, 282, 75, 66, 50, 46]"
2733,1165.0,"[882, 720, 376, 335, 282, 274, 247, 212, 100, 93, 83, 27, 0, 0]"
2734,455.0,"[882, 567, 395, 354, 274, 209, 157, 72, 67, 42, 21, 0]"
2735,372.0,"[371, 357, 242, 61, 50, 45, 43, 34]"
